ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
15018716,中古マンション等,,15204,新潟県,三条市,東裏館,北三条,12,３ＬＤＫ,65,,,,,ＳＲＣ,,住宅,,,,商業地域,80.0,400.0,2018年第1四半期,改装済,,7.079181246047625
15047071,中古マンション等,,15202,新潟県,長岡市,学校町,長岡,13,２ＤＫ,40,,,,平成5年,ＳＲＣ,住宅,,,,,第２種中高層住居専用地域,60.0,200.0,2011年第3四半期,改装済,,6.982271233039568
15005795,中古マンション等,,15103,新潟県,新潟市中央区,本町通,新潟,30分?60分,,50,,,,,,,住宅,,,,近隣商業地域,80.0,300.0,2020年第2四半期,,,6.819543935541868
15030353,中古マンション等,,15103,新潟県,新潟市中央区,笹口,新潟,12,３ＤＫ,60,,,,平成2年,ＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2011年第2四半期,改装済,,6.977723605288848
15003158,中古マンション等,,15103,新潟県,新潟市中央区,医学町通,新潟,30分?60分,１Ｋ,20,,,,,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2016年第3四半期,未改装,,6.204119982655925
15021269,中古マンション等,,15102,新潟県,新潟市東区,大形本町,大形,13,４ＬＤＫ,85,,,,平成4年,ＳＲＣ,住宅,住宅,,,,準工業地域,60.0,200.0,2014年第3四半期,未改装,,6.698970004336019
15038787,中古マンション等,,15222,新潟県,上越市,大字下門前,春日山,30分?60分,３ＬＤＫ,75,,,,平成14年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2020年第2四半期,改装済,,7.278753600952829
15031109,中古マンション等,,15103,新潟県,新潟市中央区,天神,新潟,3,３ＬＤＫ,115,,,,平成22年,ＲＣ,住宅,,,,,商業地域,80.0,600.0,2011年第3四半期,未改装,,7.763427993562937
15046406,中古マンション等,,15202,新潟県,長岡市,大手通,長岡,5,２ＬＤＫ,70,,,,平成22年,ＲＣ,住宅,,,,,商業地域,80.0,600.0,2011年第3四半期,未改装,,7.3979400086720375
15038538,中古マンション等,,15103,新潟県,新潟市中央区,医学町通,白山(新潟),13,１Ｋ,20,,,,昭和53年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2015年第2四半期,未改装,,6.204119982655925
15080885,中古マンション等,,15222,新潟県,上越市,木田,春日山,11,３ＬＤＫ,75,,,,平成16年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2012年第3四半期,未改装,,7.2552725051033065
15028489,中古マンション等,,15103,新潟県,新潟市中央区,南笹口,新潟,11,４ＬＤＫ,80,,,,平成18年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2010年第2四半期,未改装,調停・競売等,7.230448921378274
15075110,中古マンション等,,15202,新潟県,長岡市,南町,長岡,11,２ＤＫ,50,,,,昭和46年,ＳＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2013年第2四半期,改装済,,6.5910646070264995
15090517,中古マンション等,,15103,新潟県,新潟市中央区,関屋新町通,白山(新潟),13,３ＬＤＫ,65,,,,昭和59年,ＳＲＣ,住宅,,,,,第２種中高層住居専用地域,60.0,200.0,2008年第2四半期,未改装,,6.838849090737256
15003497,中古マンション等,,15103,新潟県,新潟市中央区,上大川前通,新潟,18,２ＬＤＫ,50,,,,,,,住宅,,,,商業地域,80.0,600.0,2019年第3四半期,,,6.672097857935717
15009739,中古マンション等,,15107,新潟県,新潟市西区,青山,青山(新潟),6,３ＬＤＫ,60,,,,昭和51年,ＲＣ,,住宅,,,,第１種住居地域,60.0,200.0,2020年第4四半期,未改装,,6.301029995663981
15005365,中古マンション等,,15103,新潟県,新潟市中央区,東幸町,新潟,16,４ＬＤＫ,100,,,,平成2年,ＳＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2016年第3四半期,未改装,,7.2552725051033065
15092877,中古マンション等,,15107,新潟県,新潟市西区,平島,青山(新潟),18,３ＬＤＫ,65,,,,平成14年,ＲＣ,住宅,,,,,第２種中高層住居専用地域,60.0,200.0,2007年第4四半期,改装済,,7.176091259055681
15046933,中古マンション等,,15202,新潟県,長岡市,柏町,長岡,11,３ＬＤＫ,70,,,,平成12年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2011年第3四半期,未改装,,7.176091259055681
15026499,中古マンション等,,15103,新潟県,新潟市中央区,天神,新潟,3,３ＬＤＫ,75,,,,,ＲＣ,住宅,,,,,商業地域,80.0,600.0,2010年第1四半期,未改装,,7.531478917042255
15026631,中古マンション等,,15103,新潟県,新潟市中央区,沼垂東,新潟,19,３ＬＤＫ,65,,,,昭和64年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2014年第4四半期,改装済,,6.929418925714293
15057668,中古マンション等,,15102,新潟県,新潟市東区,中島,東新潟,3,３ＬＤＫ,75,,,,平成8年,ＲＣ,住宅,,,,,準工業地域,60.0,200.0,2013年第1四半期,改装済,,7.204119982655925
15056048,中古マンション等,,15202,新潟県,長岡市,台町,長岡,3,２ＬＤＫ,55,,,,平成3年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2015年第2四半期,改装済,,7.041392685158225
15006497,中古マンション等,,15103,新潟県,新潟市中央区,米山,新潟,8,３ＬＤＫ,70,,,,平成9年,ＳＲＣ,,住宅,,,,商業地域,80.0,400.0,2018年第3四半期,改装済,,7.2552725051033065
15032914,中古マンション等,,15103,新潟県,新潟市中央区,本町通,白山(新潟),24,２ＬＤＫ,55,,,,昭和63年,ＳＲＣ,住宅,,,,,商業地域,80.0,600.0,2011年第4四半期,未改装,,6.812913356642856
15027179,中古マンション等,,15103,新潟県,新潟市中央区,東堀通,白山(新潟),15,２ＬＤＫ,55,,,,,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2014年第3四半期,未改装,,6.57978359661681
15006350,中古マンション等,,15103,新潟県,新潟市中央区,女池南,新潟,30分?60分,３ＬＤＫ,75,,,,平成18年,ＲＣ,住宅,住宅,,,,第２種中高層住居専用地域,60.0,200.0,2017年第2四半期,未改装,,7.3979400086720375
15042320,中古マンション等,,15103,新潟県,新潟市中央区,万代,新潟,14,２ＬＤＫ,55,,,,平成20年,ＲＣ,住宅,住宅,,,,,,,2015年第4四半期,未改装,,7.342422680822207
15058558,中古マンション等,,15103,新潟県,新潟市中央区,鐙,新潟,14,１Ｋ,20,,,,平成3年,ＳＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2013年第3四半期,未改装,,6.3222192947339195
15053339,中古マンション等,,15103,新潟県,新潟市中央区,古町通,新潟,25,３ＬＤＫ,70,,,,昭和62年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2012年第4四半期,未改装,,6.832508912706237
15071508,中古マンション等,,15202,新潟県,長岡市,表町,長岡,9,２ＬＤＫ,65,,,,平成2年,ＳＲＣ,住宅,,,,,商業地域,80.0,600.0,2013年第4四半期,,,6.812913356642856
15004011,中古マンション等,,15103,新潟県,新潟市中央区,笹口,新潟,4,,70,,,,,,,住宅,,,,商業地域,80.0,400.0,2020年第1四半期,,,7.3979400086720375
15006533,中古マンション等,,15103,新潟県,新潟市中央区,寄居町,新潟,30分?60分,１Ｋ,40,,,,平成18年,,,その他,,,,近隣商業地域,80.0,400.0,2019年第4四半期,改装済,,7.041392685158225
15004956,中古マンション等,,15103,新潟県,新潟市中央区,西堀前通,新潟,26,３ＬＤＫ,75,,,,平成14年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,600.0,2019年第4四半期,,,7.361727836017593
15059586,中古マンション等,,15103,新潟県,新潟市中央区,幸西,新潟,20,３ＬＤＫ,80,,,,平成16年,ＲＣ,住宅,,,,,第２種住居地域,60.0,200.0,2013年第1四半期,未改装,,7.342422680822207
15049941,中古マンション等,,15102,新潟県,新潟市東区,中島,東新潟,4,４ＬＤＫ,85,,,,平成7年,ＲＣ,住宅,,,,,準工業地域,60.0,200.0,2012年第3四半期,未改装,調停・競売等,7.041392685158225
15099548,中古マンション等,,15222,新潟県,上越市,仲町,高田(新潟),1,３ＬＤＫ,75,,,,平成18年,ＳＲＣ,住宅,,,,,商業地域,80.0,500.0,2008年第1四半期,未改装,,7.431363764158987
15013811,中古マンション等,,15202,新潟県,長岡市,大手通,長岡,4,３ＬＤＫ,85,,,,平成22年,,,住宅,,,,商業地域,80.0,600.0,2018年第2四半期,,,7.556302500767287
15004832,中古マンション等,,15103,新潟県,新潟市中央区,西厩島町,新潟,28,１ＤＫ,40,,,,昭和49年,ＳＲＣ,,住宅,,,,近隣商業地域,80.0,300.0,2021年第2四半期,,,6.230448921378274
15028839,中古マンション等,,15103,新潟県,新潟市中央区,女池上山,,,３ＬＤＫ,60,,,,平成9年,ＲＣ,住宅,,,,,,,,2010年第1四半期,未改装,調停・競売等,6.690196080028514
15052148,中古マンション等,,15103,新潟県,新潟市中央区,下大川前通,新潟,19,３ＤＫ,50,,,,昭和54年,ＳＲＣ,住宅,,,,,商業地域,80.0,600.0,2012年第3四半期,改装済,,6.544068044350276
15027522,中古マンション等,,15103,新潟県,新潟市中央区,弁天,新潟,30分?60分,１ＬＤＫ,40,,,,昭和53年,ＲＣ,住宅,,,,,商業地域,80.0,600.0,2014年第1四半期,未改装,調停・競売等,6.301029995663981
15002187,中古マンション等,,15102,新潟県,新潟市東区,中島,東新潟,5,３ＬＤＫ,80,,,,平成7年,ＲＣ,,住宅,,,,準工業地域,60.0,200.0,2019年第1四半期,未改装,,7.146128035678238
15003968,中古マンション等,,15103,新潟県,新潟市中央区,幸西,新潟,19,３ＬＤＫ,65,,,,平成6年,ＳＲＣ,,住宅,,,,第２種住居地域,60.0,200.0,2019年第4四半期,改装済,,7.176091259055681
15040737,中古マンション等,,15202,新潟県,長岡市,大手通,長岡,4,２ＬＤＫ,70,,,,平成22年,ＲＣ,住宅,,,,,商業地域,80.0,600.0,2010年第4四半期,未改装,,7.447158031342219
15027988,中古マンション等,,15103,新潟県,新潟市中央区,弁天,新潟,6,２ＬＤＫ,60,,,,昭和64年,ＳＲＣ,住宅,,,,,商業地域,80.0,600.0,2010年第1四半期,改装済,,6.698970004336019
15026489,中古マンション等,,15103,新潟県,新潟市中央区,天神,新潟,3,３ＬＤＫ,75,,,,平成22年,ＲＣ,住宅,,,,,商業地域,80.0,600.0,2010年第2四半期,未改装,,6.176091259055681
