ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
16025453,中古マンション等,,16201,富山県,富山市,掛尾町,南富山,21,２ＬＤＫ,50,,,,戦前,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2012年第4四半期,改装済,,6.662757831681574
16025130,中古マンション等,,16201,富山県,富山市,今泉,南富山,8,４ＬＤＫ,90,,,,昭和55年,ＲＣ,住宅,,,,,第２種中高層住居専用地域,60.0,200.0,2012年第1四半期,未改装,,6.8061799739838875
16033647,中古マンション等,,16201,富山県,富山市,堀川町,南富山,9,３ＬＤＫ,70,,,,平成19年,ＲＣ,住宅,,,,,第２種中高層住居専用地域,60.0,200.0,2009年第3四半期,未改装,,7.342422680822207
16032519,中古マンション等,,16201,富山県,富山市,新桜町,富山,9,３ＬＤＫ,65,,,,平成11年,ＳＲＣ,住宅,,,,,商業地域,80.0,500.0,2009年第2四半期,未改装,,7.146128035678238
16016464,中古マンション等,,16201,富山県,富山市,長江本町,不二越,16,２ＬＤＫ,60,,,,平成7年,ＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,200.0,2010年第4四半期,未改装,,6.892094602690481
16000456,中古マンション等,,16201,富山県,富山市,稲荷元町,富山,18,４ＬＤＫ,105,,,,昭和56年,ＳＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2016年第2四半期,未改装,,6.880813592280791
16000510,中古マンション等,,16201,富山県,富山市,今泉,南富山,9,３ＬＤＫ,85,,,,平成14年,ＲＣ,住宅,住宅,,,,第２種中高層住居専用地域,60.0,200.0,2019年第3四半期,改装済,,7.342422680822207
16017694,中古マンション等,,16201,富山県,富山市,総曲輪,富山,19,２ＬＤＫ,75,,,,平成22年,ＲＣ,住宅,,,,,商業地域,80.0,500.0,2011年第1四半期,未改装,,7.3979400086720375
16016463,中古マンション等,,16201,富山県,富山市,長江本町,不二越,15,,65,,,,平成7年,ＲＣ,住宅,,,,,近隣商業地域,80.0,200.0,2010年第4四半期,未改装,,6.832508912706237
16005717,中古マンション等,,16201,富山県,富山市,明輪町,富山,5,３ＬＤＫ,80,,,,平成10年,ＲＣ,住宅,住宅,,,,商業地域,80.0,500.0,2021年第2四半期,改装済,,7.361727836017593
16037014,中古マンション等,,16201,富山県,富山市,黒瀬北町,南富山,24,３ＬＤＫ,65,,,,平成2年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2008年第1四半期,未改装,,6.886490725172482
16002062,中古マンション等,,16201,富山県,富山市,桜町,富山,5,２ＬＤＫ＋Ｓ,65,,,,平成26年,ＲＣ,,住宅,,,,商業地域,80.0,600.0,2019年第3四半期,未改装,,7.477121254719663
