ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
46074551,中古マンション等,,46201,鹿児島県,鹿児島市,西田,鹿児島中央,3,１Ｋ,15,,,,平成3年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2008年第3四半期,未改装,関係者間取引,6.544068044350276
46063679,中古マンション等,,46201,鹿児島県,鹿児島市,西陵,鹿児島中央,30分?60分,４ＬＤＫ,80,,,,平成5年,ＲＣ,住宅,,,,,第１種低層住居専用地域,50.0,80.0,2009年第2四半期,未改装,,7.079181246047625
46006566,中古マンション等,,46201,鹿児島県,鹿児島市,紫原,郡元(ＪＲ),9,３ＬＤＫ,80,,,,平成21年,ＳＲＣ,住宅,住宅,,,,第２種中高層住居専用地域,60.0,200.0,2016年第1四半期,未改装,,7.361727836017593
46002034,中古マンション等,,46201,鹿児島県,鹿児島市,小松原,谷山(ＪＲ),14,,70,,,,平成11年,ＲＣ,,住宅,,,,,,,2020年第4四半期,改装済,,7.301029995663981
46046141,中古マンション等,,46201,鹿児島県,鹿児島市,高麗町,鹿児島中央,14,２ＬＤＫ,65,,,,平成17年,ＳＲＣ,住宅,,,,,,,,2012年第3四半期,改装済,,7.361727836017593
46005510,中古マンション等,,46201,鹿児島県,鹿児島市,東郡元町,南鹿児島,11,３ＬＤＫ,70,,,,平成26年,ＲＣ,住宅,住宅,,,,,,,2019年第3四半期,未改装,,7.4623979978989565
46064093,中古マンション等,,46201,鹿児島県,鹿児島市,武,鹿児島中央,7,４ＬＤＫ,85,,,,平成13年,ＳＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2009年第3四半期,改装済,,7.544068044350276
46004969,中古マンション等,,46201,鹿児島県,鹿児島市,南林寺町,鹿児島中央,28,４ＬＤＫ,80,,,,平成13年,ＲＣ,,住宅,,,,近隣商業地域,80.0,300.0,2020年第4四半期,未改装,,7.361727836017593
46062039,中古マンション等,,46201,鹿児島県,鹿児島市,鴨池新町,南鹿児島,5,３ＬＤＫ,60,,,,昭和53年,ＳＲＣ,住宅,,,,,第２種住居地域,60.0,200.0,2009年第2四半期,未改装,,5.977723605288848
46035689,中古マンション等,,46201,鹿児島県,鹿児島市,平之町,鹿児島中央,15,３ＬＤＫ,60,,,,昭和53年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2010年第4四半期,改装済,,6.954242509439325
46001223,中古マンション等,,46201,鹿児島県,鹿児島市,鴨池新町,南鹿児島,15,２ＬＤＫ,60,,,,昭和59年,ＳＲＣ,,住宅,,,,第２種住居地域,60.0,200.0,2020年第4四半期,未改装,,7.041392685158225
46004653,中古マンション等,,46201,鹿児島県,鹿児島市,照国町,鹿児島,20,３ＬＤＫ,85,,,,平成28年,ＲＣ,,住宅,,,,商業地域,80.0,400.0,2018年第3四半期,未改装,,7.6127838567197355
