ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
9025621,中古マンション等,,9208,栃木県,小山市,乙女,間々田,5,３ＬＤＫ,65,,,,昭和56年,,住宅,住宅,,,,,,,2019年第4四半期,,,6.301029995663981
9017738,中古マンション等,,9201,栃木県,宇都宮市,東簗瀬,宇都宮,24,３ＬＤＫ,40,,,,平成3年,ＲＣ,住宅,住宅,,,,準工業地域,60.0,200.0,2015年第2四半期,未改装,,6.653212513775344
9005076,中古マンション等,,9201,栃木県,宇都宮市,馬場通り,東武宇都宮,7,４ＬＤＫ,95,,,,平成22年,ＲＣ,,住宅,,,,商業地域,80.0,600.0,2019年第4四半期,未改装,,7.724275869600789
9007080,中古マンション等,,9201,栃木県,宇都宮市,睦町,東武宇都宮,24,２ＬＤＫ,50,,,,昭和63年,ＳＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2017年第1四半期,未改装,,6.7923916894982534
9042526,中古マンション等,,9201,栃木県,宇都宮市,元今泉,宇都宮,4,１Ｋ,15,,,,昭和60年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2013年第2四半期,未改装,,6.3979400086720375
9014348,中古マンション等,,9201,栃木県,宇都宮市,戸祭,東武宇都宮,29,２ＬＤＫ,55,,,,平成4年,ＳＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2011年第3四半期,改装済,,6.892094602690481
9002410,中古マンション等,,9201,栃木県,宇都宮市,下戸祭,東武宇都宮,25,１ＤＫ,30,,,,昭和62年,ＲＣ,,住宅,,,,第２種中高層住居専用地域,60.0,200.0,2018年第3四半期,未改装,調停・競売等,6.380211241711606
9007394,中古マンション等,,9201,栃木県,宇都宮市,簗瀬,宇都宮,10,３ＬＤＫ,70,,,,平成11年,ＳＲＣ,,住宅,,,,第１種住居地域,60.0,200.0,2017年第3四半期,未改装,,6.954242509439325
9000275,中古マンション等,,9201,栃木県,宇都宮市,泉が丘,宇都宮,29,２ＤＫ,45,,,,昭和62年,ＳＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2016年第2四半期,,,6.832508912706237
9074238,中古マンション等,,9213,栃木県,那須塩原市,西朝日町,西那須野,9,３ＬＤＫ,55,,,,平成8年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2012年第4四半期,未改装,,6.929418925714293
9007081,中古マンション等,,9201,栃木県,宇都宮市,睦町,東武宇都宮,24,３ＬＤＫ,70,,,,昭和64年,ＳＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2016年第3四半期,未改装,,6.954242509439325
9040799,中古マンション等,,9201,栃木県,宇都宮市,錦,宇都宮,24,３ＬＤＫ,70,,,,平成10年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2009年第4四半期,改装済,,7.176091259055681
9017484,中古マンション等,,9201,栃木県,宇都宮市,双葉,江曽島,9,３ＬＤＫ,60,,,,平成8年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2020年第4四半期,未改装,,6.6020599913279625
9047409,中古マンション等,,9202,栃木県,足利市,通,足利,14,３ＬＤＫ,60,,,,平成10年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2013年第4四半期,未改装,,6.903089986991944
9040928,中古マンション等,,9201,栃木県,宇都宮市,松が峰,東武宇都宮,4,３ＬＤＫ,65,,,,平成17年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2013年第4四半期,未改装,,7.176091259055681
9026975,中古マンション等,,9201,栃木県,宇都宮市,駅前通り,宇都宮,7,３ＬＤＫ,85,,,,昭和60年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2013年第2四半期,,,7.176091259055681
9000878,中古マンション等,,9201,栃木県,宇都宮市,小幡,東武宇都宮,11,３ＬＤＫ,70,,,,平成17年,ＳＲＣ,,住宅,,,,商業地域,80.0,400.0,2019年第1四半期,改装済,,7.301029995663981
