ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
41001425,中古マンション等,,41201,佐賀県,佐賀市,田代,佐賀,30分?60分,３ＬＤＫ,75,,,,,ＳＲＣ,住宅,住宅,,,,近隣商業地域,80.0,200.0,2016年第4四半期,未改装,,6.8750612633917
41013144,中古マンション等,,41202,佐賀県,唐津市,栄町,西相知,14,２ＬＤＫ,50,,,,昭和63年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2014年第2四半期,未改装,,6.778151250383644
41012011,中古マンション等,,41201,佐賀県,佐賀市,卸本町,佐賀,30分?60分,４ＬＤＫ,85,,,,平成14年,ＲＣ,住宅,,,,,準工業地域,60.0,200.0,2010年第3四半期,改装済,,7.230448921378274
41011999,中古マンション等,,41201,佐賀県,佐賀市,大財,佐賀,15,１ＤＫ,25,,,,昭和62年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2010年第1四半期,改装済,,6.230448921378274
41018587,中古マンション等,,41201,佐賀県,佐賀市,神野東,佐賀,7,３ＬＤＫ,75,,,,平成13年,ＲＣ,住宅,,,,,第２種住居地域,60.0,200.0,2012年第2四半期,未改装,調停・競売等,7.146128035678238
41001005,中古マンション等,,41201,佐賀県,佐賀市,神野東,佐賀,3,３ＬＤＫ,75,,,,平成10年,ＳＲＣ,,事務所,,,,商業地域,80.0,500.0,2018年第4四半期,改装済,,7.278753600952829
41018624,中古マンション等,,41201,佐賀県,佐賀市,栄町,佐賀,5,２ＬＤＫ,45,,,,平成2年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2012年第4四半期,改装済,,6.643452676486188
41018200,中古マンション等,,41201,佐賀県,佐賀市,駅前中央,佐賀,5,３ＬＤＫ,80,,,,平成21年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2012年第2四半期,未改装,,7.230448921378274
41022390,中古マンション等,,41201,佐賀県,佐賀市,白山,佐賀,16,,70,,,,平成10年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2013年第2四半期,,,7.113943352306837
41000072,中古マンション等,,41201,佐賀県,佐賀市,駅前中央,佐賀,1,３ＬＤＫ,60,,,,平成17年,ＲＣ,住宅,住宅,,,,商業地域,80.0,500.0,2016年第3四半期,未改装,,7.176091259055681
41002093,中古マンション等,,41201,佐賀県,佐賀市,兵庫北,佐賀,13,３ＬＤＫ,70,,,,平成9年,ＳＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2019年第3四半期,未改装,,7.146128035678238
41002309,中古マンション等,,41201,佐賀県,佐賀市,堀川町,佐賀,25,３ＬＤＫ,65,,,,平成3年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2019年第1四半期,改装済,,6.949390006644912
41022660,中古マンション等,,41201,佐賀県,佐賀市,松原,佐賀,18,,20,,,,昭和60年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2013年第1四半期,改装済,,6.3222192947339195
